State,County,Life Expectancy,Population,% Rural,Premature Deaths,% Smoking,% Obesity,% Physical Inactivy,% Excessive Drinking,% Uninsured,PCP Number,PCP Rate,MHP Number,MHP Rate,Preventable Hospital Rate,% Mammogram,% Flu Vaccine,% Unemployed,Median Household Income
Mississippi,Kemper,77.480508183,9742,10456,168.0,27,43,25,12,19.0,1.0,10.0,309.07331166486097,172.59552184904297,6464.0,46.0,31.0,"8,0",33472
Mississippi,Lafayette,78.114334273,54019,21583,550.0,19,33,22,16,14.0,34.0,62.0,341.0,631.0,3598.0,46.0,56.0,"4,5",54034
Mississippi,Lamar,79.908829578,63343,28027,664.0,18,36,26,16,13.0,80.0,128.0,24.0,38.0,5268.0,46.0,52.0,"4,2",62606
Mississippi,Lauderdale,74.918868128,74125,38730,1334.0,22,37,30,14,13.0,72.0,96.0,227.0,306.0,6516.0,52.0,39.0,"5,5",41604
Mississippi,Lawrence,72.715222992,12586,12929,263.0,23,35,38,14,15.0,3.0,24.0,1.0,8.0,8485.0,38.0,44.0,"6,8",43668
Mississippi,Leake,76.139572491,22786,19327,379.0,27,49,35,13,19.0,5.0,22.0,2.0,9.0,5701.0,35.0,36.0,"5,5",41007
Mississippi,Lee,74.869856367,85436,37612,1352.0,21,33,28,15,14.0,86.0,101.0,493.0,577.0,4279.0,42.0,56.0,"4,4",50803
Mississippi,Leflore,70.672804778,28183,5714,629.0,27,41,33,12,14.0,23.0,80.0,144.0,511.0,6574.0,42.0,40.0,"7,5",29687
Mississippi,Lincoln,73.941041028,34153,24234,655.0,23,39,32,16,15.0,15.0,44.0,26.0,76.0,4767.0,36.0,48.0,"5,6",45062
Mississippi,Lowndes,74.636629512,58595,25465,1019.0,22,37,27,14,14.0,28.0,48.0,122.0,208.0,3430.0,44.0,37.0,"5,3",49251
Mississippi,Madison,76.462169993,106272,26639,1280.0,14,37,23,17,10.0,140.0,133.0,182.0,171.0,4615.0,48.0,51.0,"4,4",70824
Mississippi,Marion,74.070361293,24573,19794,506.0,27,38,30,15,17.0,9.0,36.0,12.0,49.0,7583.0,37.0,42.0,"5,5",38402
Mississippi,Marshall,73.376796907,35294,30984,750.0,23,45,37,15,14.0,4.0,11.0,11.0,31.0,6046.0,32.0,42.0,"5,7",43107
Mississippi,Monroe,74.895864495,35252,25757,680.0,24,38,36,15,15.0,17.0,48.0,4.0,11.0,5631.0,38.0,46.0,"5,5",42464
Mississippi,Montgomery,72.505756231,9775,6537,240.0,24,38,29,14,14.0,6.0,60.0,2.0,20.0,5076.0,43.0,40.0,"6,0",38475
Mississippi,Neshoba,70.934915948,29118,21917,650.0,28,41,33,15,17.0,17.0,58.0,28.0,96.0,8043.0,39.0,23.0,"5,9",41795
Mississippi,Newton,74.275800729,21018,18910,369.0,24,36,29,15,16.0,4.0,19.0,7.0,33.0,6649.0,45.0,32.0,"5,5",42962
Mississippi,Oktibbeha,77.865963795,49587,17364,531.0,21,37,23,13,15.0,20.0,40.0,97.0,196.0,2875.0,37.0,51.0,"5,6",41631
Mississippi,Panola,73.412241869,34192,27398,661.0,25,44,40,14,15.0,7.0,20.0,32.0,94.0,6315.0,35.0,51.0,"6,6",40655
Mississippi,Pearl River,73.666641649,55535,39042,1099.0,23,40,33,17,15.0,15.0,27.0,30.0,54.0,5603.0,38.0,48.0,"5,2",45874
Mississippi,Perry,75.935467027,11973,12250,222.0,25,40,34,14,17.0,2.0,17.0,1.0,8.0,5779.0,34.0,45.0,"6,7",43106
Mississippi,Pike,72.083673103,39288,24016,858.0,26,37,34,12,16.0,17.0,43.0,168.0,428.0,5827.0,37.0,36.0,"6,5",35044
Mississippi,Pontotoc,76.287634323,32174,25150,493.0,23,39,33,15,15.0,6.0,19.0,13.0,40.0,5099.0,42.0,36.0,"4,3",48910
Mississippi,Prentiss,74.048184021,25126,19226,506.0,26,38,38,15,16.0,10.0,40.0,27.0,107.0,5603.0,40.0,54.0,"4,9",43465
Mississippi,Quitman,70.778089094,6792,4687,193.0,29,35,39,11,17.0,1.0,14.0,2.0,29.0,9582.0,25.0,39.0,"8,2",29318
Mississippi,Rankin,79.241203649,155271,48018,1901.0,17,38,29,16,11.0,94.0,61.0,198.0,128.0,5180.0,44.0,49.0,"3,9",67284
Mississippi,Scott,73.287961907,28124,20398,519.0,27,50,33,13,20.0,4.0,14.0,5.0,18.0,6451.0,36.0,34.0,"4,5",41532
Mississippi,Sharkey,70.004496774,4321,4916,112.0,28,42,46,11,17.0,1.0,23.0,1.0,23.0,5541.0,31.0,35.0,"8,4",31138
Mississippi,Simpson,75.049536286,26658,23333,502.0,26,51,32,14,17.0,11.0,41.0,8.0,30.0,6783.0,38.0,44.0,"5,2",47664
Mississippi,Smith,75.928779956,15916,16491,276.0,24,41,29,16,16.0,1.0,6.0,2.0,13.0,6388.0,34.0,49.0,"5,2",46296
Mississippi,Stone,75.092252698,18336,14018,323.0,24,37,27,16,16.0,5.0,27.0,4.0,22.0,5883.0,35.0,38.0,"6,6",47187
Mississippi,Sunflower,70.326305304,25110,13477,629.0,26,54,31,13,15.0,8.0,31.0,9.0,36.0,6501.0,33.0,19.0,"8,9",32948
Mississippi,Tallahatchie,74.239115381,13809,12448,272.0,28,42,33,13,15.0,3.0,21.0,6.0,43.0,6362.0,26.0,28.0,"5,8",31915
Mississippi,Tate,74.859183685,28321,22355,477.0,22,43,29,15,16.0,6.0,21.0,5.0,18.0,5090.0,29.0,51.0,"5,6",50188
Mississippi,Tippah,73.598039053,22015,18640,406.0,26,41,45,16,16.0,3.0,14.0,25.0,114.0,5918.0,32.0,45.0,"5,1",44696
Mississippi,Tishomingo,72.478529875,19383,19593,447.0,25,39,41,16,16.0,6.0,31.0,21.0,108.0,6580.0,39.0,49.0,"5,1",43341
Mississippi,Union,76.173122672,28815,20502,438.0,24,37,30,15,16.0,14.0,49.0,6.0,21.0,4640.0,39.0,41.0,"4,2",49320
Mississippi,Walthall,75.469589835,14286,15443,270.0,26,42,31,13,18.0,6.0,41.0,1.0,7.0,5977.0,39.0,32.0,"7,3",35465
Mississippi,Warren,74.410291537,45381,19945,882.0,21,38,31,15,13.0,26.0,56.0,219.0,483.0,6253.0,41.0,43.0,"6,0",46606
Mississippi,Washington,70.528094756,43909,8961,1089.0,25,43,35,12,15.0,20.0,44.0,70.0,159.0,6380.0,39.0,39.0,"7,6",31018
Mississippi,Wayne,75.564878465,20183,16523,330.0,23,48,40,15,17.0,7.0,34.0,7.0,35.0,7870.0,30.0,40.0,"6,1",39036
Mississippi,Webster,73.848650461,9689,10253,182.0,24,38,25,15,14.0,3.0,31.0,7.0,72.0,7568.0,38.0,33.0,"5,6",46110
Mississippi,Wilkinson,70.887892785,8630,9878,211.0,30,49,34,12,17.0,3.0,34.0,2.0,23.0,7727.0,36.0,18.0,"10,1",32612
Mississippi,Winston,74.651747782,17955,14574,347.0,24,44,38,14,16.0,6.0,33.0,32.0,178.0,3793.0,43.0,27.0,"6,1",37596
Mississippi,Yalobusha,72.182059692,12108,10056,291.0,23,42,39,14,14.0,1.0,8.0,2.0,17.0,9570.0,34.0,29.0,"5,7",40515
Mississippi,Yazoo,73.778838563,29690,12519,480.0,26,42,32,14,14.0,7.0,25.0,37.0,125.0,5500.0,33.0,39.0,"6,4",34817
Missouri,Adair,76.870489129,25343,9693,316.0,22,29,29,18,13.0,23.0,91.0,58.0,229.0,2163.0,42.0,53.0,"3,9",43044
Missouri,Andrew,80.138906869,17712,10596,199.0,20,29,20,20,9.0,2.0,11.0,4.0,23.0,4383.0,41.0,50.0,"2,8",62823
Missouri,Atchison,78.084350261,5143,5685,88.0,21,37,18,20,12.0,2.0,39.0,3.0,58.0,6705.0,40.0,48.0,"3,7",50516
Missouri,Audrain,75.81282794,25388,10517,420.0,25,34,30,18,13.0,13.0,51.0,53.0,209.0,4098.0,48.0,32.0,"3,4",45609
Missouri,Barry,76.34693269,35789,26080,654.0,25,40,34,18,18.0,23.0,64.0,26.0,73.0,3758.0,41.0,36.0,"3,5",47155
Missouri,Barton,78.284278964,11754,7932,179.0,25,29,29,19,15.0,4.0,34.0,8.0,68.0,3168.0,38.0,41.0,"3,4",46397
Missouri,Bates,76.052003869,16172,13174,261.0,25,38,25,19,13.0,3.0,18.0,9.0,56.0,7175.0,38.0,32.0,"4,0",48442
Missouri,Benton,75.451716791,19443,16491,424.0,25,34,30,18,16.0,5.0,26.0,15.0,77.0,4792.0,43.0,39.0,"4,8",42144
Missouri,Bollinger,77.443542875,12133,12363,217.0,27,38,32,18,16.0,1.0,8.0,4.0,33.0,4930.0,42.0,40.0,"3,9",45868
Missouri,Boone,79.775628127,180463,30554,1599.0,18,28,19,20,11.0,208.0,116.0,652.0,361.0,3359.0,50.0,53.0,"2,4",58029
Missouri,Buchanan,76.5683787,87364,11928,1328.0,23,39,34,19,12.0,54.0,61.0,160.0,183.0,5241.0,43.0,56.0,"3,1",49216
Missouri,Butler,74.062337647,42478,22331,864.0,27,38,38,17,13.0,43.0,101.0,119.0,280.0,6426.0,42.0,24.0,"4,7",41327
Missouri,Caldwell,76.272785479,9020,9424,152.0,24,35,32,19,12.0,1.0,11.0,1.0,11.0,6987.0,36.0,45.0,"3,2",52872
Missouri,Callaway,77.695804059,44743,27498,622.0,22,36,25,20,12.0,18.0,40.0,85.0,190.0,3177.0,44.0,53.0,"2,9",58720
Missouri,Camden,80.226513374,46305,32662,744.0,22,24,26,19,16.0,36.0,79.0,66.0,143.0,3870.0,45.0,38.0,"4,5",51460
Missouri,Cape Girardeau,77.488073823,78871,23083,1037.0,20,33,24,19,11.0,70.0,89.0,224.0,284.0,3374.0,49.0,50.0,"2,9",57618
Missouri,Carroll,76.925809293,8679,5999,142.0,25,33,25,18,13.0,3.0,34.0,4.0,46.0,4928.0,45.0,45.0,"3,2",50628
Missouri,Carter,73.195558464,5982,6265,139.0,26,30,33,19,16.0,1.0,17.0,7.0,117.0,4998.0,35.0,31.0,"4,9",36383
Missouri,Cass,78.48375075,105780,32233,1299.0,21,37,27,20,10.0,24.0,23.0,93.0,88.0,5396.0,46.0,49.0,"3,0",73882
Missouri,Cedar,75.221517624,14349,10528,268.0,26,32,25,19,15.0,4.0,28.0,11.0,77.0,2684.0,33.0,30.0,"3,7",38427
Missouri,Chariton,80.123239144,7426,7831,108.0,23,37,29,19,13.0,1.0,13.0,4.0,54.0,3848.0,34.0,36.0,"3,0",50589
Missouri,Christian,79.221989728,88595,34682,919.0,20,34,24,20,11.0,37.0,43.0,94.0,106.0,3723.0,47.0,54.0,"2,7",63400
Missouri,Clark,79.523186935,6797,7139,94.0,25,31,30,19,15.0,2.0,29.0,2.0,29.0,7184.0,36.0,50.0,"3,6",46001
Missouri,Clay,79.606962583,249948,21785,2574.0,19,33,24,23,9.0,164.0,67.0,323.0,129.0,4652.0,46.0,56.0,"2,9",70705
Missouri,Clinton,77.360181652,20387,15808,305.0,23,34,31,21,10.0,11.0,54.0,10.0,49.0,5434.0,42.0,47.0,"3,0",64541
Missouri,Cole,79.109276208,76745,22094,916.0,20,41,20,19,10.0,51.0,66.0,152.0,198.0,3974.0,58.0,61.0,"2,6",61847
Missouri,Cooper,78.173371975,17709,9364,241.0,22,34,27,20,11.0,7.0,40.0,23.0,130.0,3736.0,43.0,45.0,"3,7",56957
Missouri,Dade,74.301106621,7561,7883,154.0,26,36,28,18,15.0,6.0,79.0,5.0,66.0,2083.0,38.0,44.0,"3,1",42421
Missouri,Dallas,75.704502102,16878,13746,297.0,26,31,25,19,17.0,1.0,6.0,4.0,24.0,5658.0,38.0,26.0,"4,5",42389
Missouri,Daviess,79.698331911,8278,8433,101.0,25,41,33,19,17.0,1.0,12.0,2.0,24.0,5212.0,34.0,38.0,"3,3",48197
Missouri,DeKalb,77.624441463,12547,8045,191.0,25,35,32,20,11.0,3.0,24.0,309.07331166486097,172.59552184904297,5226.0,37.0,42.0,"3,1",53997
Missouri,Dent,76.379268388,15573,10736,304.0,27,25,28,18,16.0,4.0,26.0,20.0,128.0,6400.0,39.0,28.0,"3,6",45540
Missouri,Douglas,76.225357658,13185,10827,245.0,28,30,30,17,16.0,2.0,15.0,8.0,61.0,5425.0,33.0,38.0,"5,1",39773
Missouri,Dunklin,72.545827071,29131,16122,681.0,30,42,43,15,15.0,11.0,37.0,61.0,209.0,6570.0,32.0,36.0,"5,5",38880
Missouri,Franklin,77.031980284,103967,56428,1512.0,22,37,35,21,11.0,67.0,65.0,132.0,127.0,3975.0,46.0,51.0,"3,2",61428
Missouri,Gasconade,76.614082199,14706,12310,244.0,22,31,24,20,13.0,6.0,41.0,10.0,68.0,5042.0,47.0,44.0,"3,4",53751
Missouri,Gentry,76.181540918,6571,6738,99.0,24,31,32,19,14.0,2.0,30.0,3.0,46.0,6321.0,41.0,44.0,"2,7",53663
Missouri,Greene,77.181072606,293086,38518,4032.0,21,31,24,18,12.0,281.0,96.0,1118.0,381.0,4280.0,47.0,55.0,"2,7",45313
Missouri,Grundy,77.628278629,9850,4665,147.0,23,32,30,20,14.0,2.0,20.0,19.0,193.0,3026.0,46.0,48.0,"3,5",44323
Missouri,Harrison,78.407414062,8352,6305,110.0,26,36,36,19,14.0,3.0,36.0,8.0,96.0,3623.0,43.0,38.0,"3,3",43016
Missouri,Henry,75.682609862,21824,11035,421.0,25,32,29,19,13.0,17.0,78.0,65.0,298.0,4889.0,41.0,37.0,"3,7",46995
Missouri,Hickory,75.573039196,9544,9627,218.0,27,30,25,19,18.0,1.0,11.0,6.0,63.0,2950.0,41.0,26.0,"4,2",32934
Missouri,Holt,80.394489109,4403,4912,1387.7775761973876,23,31,29,20,13.0,1.0,23.0,1.0,23.0,4640.0,45.0,40.0,"2,8",47429
Missouri,Howard,77.510818039,10001,6498,140.0,23,33,22,19,13.0,5.0,49.0,6.0,60.0,2867.0,36.0,45.0,"3,1",49923
Missouri,Howell,75.23362551,40117,29158,714.0,26,35,32,17,14.0,38.0,95.0,98.0,244.0,3944.0,33.0,37.0,"4,1",40177
Missouri,Iron,74.219147254,10125,7957,206.0,27,38,29,18,13.0,1.0,10.0,11.0,109.0,3699.0,34.0,36.0,"4,8",39292
Missouri,Jackson,77.217546372,703011,25867,9796.0,21,32,23,19,12.0,580.0,83.0,1727.0,246.0,4936.0,45.0,51.0,"3,7",57907
Missouri,Jefferson,76.013619012,225081,66049,3414.0,21,33,23,21,11.0,52.0,23.0,193.0,86.0,5223.0,43.0,53.0,"3,1",68779
Missouri,Johnson,78.844177632,54062,26531,539.0,20,33,29,18,10.0,21.0,39.0,81.0,150.0,4006.0,39.0,44.0,"3,7",58396
Missouri,Knox,79.126907641,3959,4131,1387.7775761973876,24,34,37,19,18.0,1.0,25.0,2.0,51.0,4519.0,46.0,41.0,"2,9",41755
Missouri,Laclede,74.510796218,35723,21525,665.0,25,34,30,18,14.0,20.0,56.0,54.0,151.0,4862.0,38.0,31.0,"6,9",43969
Missouri,Lafayette,76.715061783,32708,19010,527.0,22,34,28,19,11.0,9.0,28.0,50.0,153.0,4972.0,43.0,42.0,"3,1",62264
Missouri,Lawrence,75.201586912,38355,22673,644.0,26,31,29,19,16.0,21.0,55.0,51.0,133.0,4912.0,41.0,39.0,"3,5",45746
Missouri,Lewis,75.367735187,9776,10211,163.0,24,40,26,19,11.0,2.0,20.0,6.0,61.0,5793.0,40.0,30.0,"3,2",40782
Missouri,Lincoln,76.73754232,59013,39335,805.0,24,36,27,20,12.0,6.0,10.0,45.0,76.0,5592.0,36.0,43.0,"3,3",69178
Missouri,Linn,75.129652063,11920,8480,211.0,24,29,32,19,14.0,4.0,33.0,3.0,25.0,4274.0,35.0,40.0,"4,9",45774
Missouri,Livingston,78.489520676,15227,5562,215.0,23,37,27,17,12.0,12.0,79.0,11.0,72.0,4380.0,38.0,51.0,"2,5",49065
Missouri,McDonald,74.733918529,22837,23081,413.0,28,34,22,19,20.0,3.0,13.0,3.0,13.0,4463.0,35.0,34.0,"3,3",39615
Missouri,Macon,76.879861081,15117,10552,241.0,24,35,32,18,14.0,5.0,33.0,10.0,66.0,4272.0,44.0,43.0,"3,4",45717
Missouri,Madison,75.192225895,12088,8009,225.0,25,34,30,18,13.0,3.0,25.0,19.0,157.0,5645.0,38.0,35.0,"3,4",43919
Missouri,Marion,76.558134136,28530,7128,438.0,24,36,33,19,10.0,26.0,91.0,86.0,301.0,8075.0,50.0,22.0,"3,2",50803
Missouri,Mercer,78.657132964,3617,3785,1387.7775761973876,23,23,27,20,17.0,1.0,27.0,1.0,28.0,4383.0,39.0,31.0,"3,2",44343
Missouri,Miller,77.200549883,25619,19744,398.0,25,38,32,20,14.0,7.0,28.0,9.0,35.0,4002.0,45.0,46.0,"3,8",49252
Missouri,Mississippi,72.192795343,13180,4695,296.0,29,39,42,16,15.0,2.0,15.0,3.0,23.0,6472.0,36.0,49.0,"4,1",36802
Missouri,Moniteau,78.196569825,16132,8225,184.0,23,37,28,21,15.0,2.0,12.0,5.0,31.0,4003.0,47.0,53.0,"3,0",57321
Missouri,Monroe,78.716580485,8644,8840,130.0,25,38,28,20,13.0,3.0,35.0,2.0,23.0,4907.0,48.0,38.0,"4,2",48399
Missouri,Montgomery,74.451157538,11551,9607,245.0,26,19,26,19,14.0,2.0,17.0,5.0,43.0,2609.0,47.0,36.0,"3,1",50282
Missouri,Morgan,75.705829157,20627,20565,418.0,28,27,28,18,19.0,4.0,20.0,9.0,44.0,3812.0,43.0,41.0,"4,3",44473
Missouri,New Madrid,72.752358328,17076,10779,407.0,28,34,42,16,14.0,1.0,6.0,4.0,23.0,6983.0,38.0,39.0,"4,3",42115
Missouri,Nodaway,79.754706933,22092,10150,216.0,22,36,24,19,12.0,11.0,49.0,25.0,113.0,2914.0,43.0,37.0,"3,0",47419
Missouri,Osage,78.375570576,13615,13878,173.0,21,23,24,21,11.0,3.0,22.0,1.0,7.0,4011.0,57.0,61.0,"2,4",60728
Missouri,Ozark,76.657813339,9174,9723,170.0,29,28,34,17,18.0,2.0,22.0,1.0,11.0,4541.0,35.0,37.0,"5,8",36019
Missouri,Pemiscot,71.545766565,15805,9014,402.0,28,35,35,15,13.0,5.0,31.0,24.0,152.0,6859.0,28.0,30.0,"5,0",34280
Missouri,Perry,78.693385137,19136,10552,243.0,23,35,20,20,11.0,9.0,47.0,13.0,68.0,6172.0,44.0,40.0,"2,6",57032
Missouri,Pettis,77.196113941,42339,15943,609.0,24,41,29,18,17.0,22.0,52.0,55.0,130.0,5887.0,41.0,49.0,"3,5",48516
Missouri,Phelps,76.404271179,44573,20873,647.0,22,35,25,18,15.0,38.0,85.0,147.0,330.0,4346.0,40.0,41.0,"3,3",46573
Missouri,Pike,76.535591039,18302,10069,278.0,24,41,28,19,13.0,6.0,32.0,9.0,49.0,5185.0,38.0,32.0,"3,6",49089
Missouri,Platte,80.247207836,104418,14120,1008.0,16,27,23,20,7.0,82.0,80.0,111.0,106.0,4168.0,50.0,57.0,"2,7",84456
Missouri,Polk,76.505371961,32149,21444,477.0,24,37,24,19,14.0,24.0,75.0,61.0,190.0,3742.0,42.0,28.0,"3,4",44837
Missouri,Pulaski,76.425741916,52607,23017,570.0,21,33,25,19,11.0,19.0,37.0,114.0,217.0,3960.0,32.0,21.0,"4,1",55620
Missouri,Putnam,75.610655035,4696,4979,90.0,24,31,35,19,14.0,2.0,42.0,3.0,64.0,5858.0,39.0,46.0,"3,7",42434
Missouri,Ralls,80.849483033,10309,9771,122.0,23,26,26,20,12.0,2.0,20.0,5.0,49.0,5528.0,53.0,32.0,"3,1",63419
Missouri,Randolph,75.329694286,24748,11481,440.0,24,39,33,20,12.0,9.0,36.0,23.0,93.0,4796.0,38.0,44.0,"3,9",48043
Missouri,Ray,76.388620668,23018,17672,374.0,23,32,27,20,13.0,8.0,35.0,10.0,43.0,6314.0,38.0,47.0,"3,6",61678
Missouri,Reynolds,75.117951135,6270,6696,124.0,28,32,27,20,15.0,3.0,48.0,11.0,175.0,5090.0,35.0,30.0,"3,7",37415
Missouri,Ripley,72.512257946,13288,14100,325.0,29,34,34,18,16.0,4.0,30.0,8.0,60.0,7384.0,34.0,27.0,"5,5",35788
Missouri,St. Charles,80.185647455,402022,21018,3933.0,17,32,20,24,6.0,181.0,45.0,670.0,167.0,3808.0,47.0,57.0,"2,5",89236
Missouri,St. Clair,79.025520302,9397,9805,168.0,26,36,27,20,16.0,3.0,32.0,2.0,21.0,4130.0,39.0,24.0,"4,6",39319
Missouri,Ste. Genevieve,79.025524996,17894,13816,235.0,23,30,22,20,11.0,7.0,39.0,17.0,95.0,5093.0,40.0,40.0,"2,7",61662
Missouri,St. Francois,74.776600102,67215,25989,1214.0,26,41,32,19,11.0,45.0,67.0,183.0,272.0,3696.0,39.0,46.0,"3,7",43886
Missouri,St. Louis,78.033555152,994205,11368,12850.0,16,29,22,21,8.0,1226.0,123.0,3008.0,303.0,4600.0,48.0,55.0,"3,1",70161
Missouri,Saline,77.389188321,22761,10705,348.0,24,37,32,17,13.0,13.0,57.0,34.0,149.0,4610.0,48.0,52.0,"3,2",47324
Missouri,Schuyler,78.740441156,4660,4431,64.0,26,35,27,19,15.0,3.0,65.0,309.07331166486097,172.59552184904297,3163.0,39.0,49.0,"4,4",43183
Missouri,Scotland,79.922826067,4902,4843,54.0,28,30,38,19,22.0,6.0,121.0,2.0,41.0,3944.0,34.0,47.0,"3,1",46871
Missouri,Scott,75.726259371,38280,16285,681.0,26,37,36,17,12.0,19.0,49.0,62.0,162.0,5203.0,41.0,48.0,"3,5",44924
Missouri,Stoddard,75.87445606,29025,20915,542.0,26,39,35,18,14.0,14.0,48.0,15.0,52.0,6169.0,40.0,34.0,"4,7",42363
Missouri,Stone,76.934526854,31952,28559,607.0,24,28,29,20,15.0,11.0,35.0,13.0,41.0,3352.0,44.0,41.0,"5,0",50262
Missouri,Sullivan,75.601253613,6089,6714,106.0,24,30,31,18,14.0,2.0,32.0,309.07331166486097,172.59552184904297,4885.0,35.0,36.0,"3,5",43421
Missouri,Taney,77.393911015,55928,22665,876.0,23,29,33,17,17.0,42.0,75.0,43.0,77.0,3793.0,36.0,42.0,"5,1",49314
Missouri,Texas,77.08575796,25398,25803,430.0,27,38,35,17,16.0,11.0,43.0,9.0,35.0,5607.0,33.0,34.0,"4,5",38914
Missouri,Vernon,76.276928474,20563,12327,373.0,24,30,28,19,14.0,7.0,34.0,84.0,409.0,4405.0,34.0,35.0,"3,5",46182
Missouri,Warren,78.64238391,35649,20496,451.0,23,32,25,21,10.0,5.0,14.0,19.0,53.0,3915.0,37.0,52.0,"2,9",63726
Missouri,Washington,73.758964923,24730,20276,512.0,28,31,35,18,13.0,8.0,32.0,18.0,73.0,7143.0,35.0,35.0,"4,5",41198
Missouri,Wayne,74.848498907,12873,13521,277.0,31,33,29,18,16.0,4.0,30.0,8.0,62.0,6290.0,38.0,16.0,"4,8",35397
Missouri,Webster,77.186317171,39592,26764,532.0,26,33,26,19,15.0,9.0,23.0,23.0,58.0,4600.0,36.0,45.0,"3,6",54844
Missouri,Worth,76.449692197,2013,2171,1387.7775761973876,24,31,26,19,13.0,1.0,49.0,309.07331166486097,172.59552184904297,3550.0,41.0,35.0,"2,7",45023
Missouri,Wright,73.117635992,18289,14417,375.0,29,29,26,17,18.0,3.0,16.0,21.0,115.0,3972.0,33.0,34.0,"5,3",39384
Missouri,St. Louis City,74.025974088,300576,1,5757.0,24,35,29,21,13.0,279.0,92.0,1159.0,386.0,5718.0,36.0,43.0,"3,9",46309
Montana,Beaverhead,82.039744751,9453,4637,84.0,19,27,20,23,12.0,14.0,149.0,19.0,201.0,709.0,50.0,56.0,"2,9",49771
Montana,Big Horn,68.232581764,13319,9251,293.0,29,39,25,19,16.0,7.0,52.0,12.0,90.0,6994.0,32.0,41.0,"7,4",43718
Montana,Blaine,73.930527712,6681,6491,109.0,28,39,27,20,16.0,4.0,59.0,14.0,210.0,4491.0,30.0,28.0,"3,5",44090
Montana,Broadwater,80.403931876,6237,5612,1387.7775761973876,19,29,23,23,10.0,2.0,33.0,5.0,80.0,3054.0,40.0,46.0,"4,0",60622
Montana,Carbon,81.984462523,10725,10078,143.0,18,24,22,24,12.0,5.0,47.0,10.0,93.0,2456.0,46.0,50.0,"3,4",57585
Montana,Cascade,77.730709609,81366,16120,1135.0,21,31,24,22,9.0,62.0,76.0,275.0,338.0,3377.0,52.0,44.0,"3,4",51732
Montana,Custer,78.337396248,11402,2095,152.0,19,30,23,25,9.0,10.0,86.0,42.0,368.0,2473.0,40.0,39.0,"2,9",49379
Montana,Daniels,82.07386441,1690,1751,1387.7775761973876,19,27,25,24,10.0,0.0,0.0,309.07331166486097,172.59552184904297,2990.0,35.0,11.0,"2,0",50001
Montana,Dawson,80.834489627,8613,2472,104.0,19,38,28,23,8.0,5.0,58.0,19.0,221.0,2443.0,39.0,40.0,"2,4",56677
Montana,Deer Lodge,77.00961245,9140,3128,154.0,24,26,31,22,10.0,12.0,131.0,47.0,514.0,5466.0,42.0,50.0,"3,2",41780
Montana,Fallon,78.498909472,2846,2890,1387.7775761973876,20,39,25,24,9.0,3.0,103.0,309.07331166486097,172.59552184904297,3387.0,39.0,34.0,"1,8",65651
Montana,Fergus,78.531141394,11050,5496,160.0,20,33,27,22,13.0,9.0,81.0,26.0,235.0,2758.0,45.0,48.0,"3,1",48703
Montana,Flathead,79.782419973,103806,46814,1169.0,19,25,20,22,10.0,91.0,89.0,312.0,301.0,2227.0,42.0,44.0,"4,7",61334
Montana,Gallatin,82.64172986,114434,30025,669.0,15,19,13,26,9.0,92.0,82.0,386.0,337.0,2131.0,42.0,50.0,"2,3",73731
Montana,Glacier,70.944702296,13753,5897,276.0,34,38,31,19,18.0,12.0,87.0,28.0,204.0,4346.0,20.0,24.0,"7,5",41808
Montana,Granite,85.548278596,3379,3079,1387.7775761973876,19,25,18,23,13.0,1.0,30.0,309.07331166486097,172.59552184904297,2068.0,40.0,30.0,"5,7",49646
Montana,Hill,77.607278401,16484,6439,209.0,24,39,28,25,12.0,10.0,61.0,58.0,352.0,3115.0,45.0,32.0,"3,7",51881
Montana,Jefferson,78.822446018,12221,11406,159.0,17,27,22,23,9.0,10.0,83.0,10.0,82.0,2612.0,40.0,46.0,"3,3",70929
Montana,Judith Basin,83.969499651,2007,2072,1387.7775761973876,19,35,22,23,9.0,0.0,0.0,1.0,50.0,1746.0,47.0,36.0,"3,1",49401
Montana,Lake,77.405163702,30458,23983,470.0,23,31,23,23,16.0,23.0,76.0,76.0,250.0,4205.0,43.0,36.0,"4,2",49019
Montana,Lewis and Clark,79.239180727,69432,18340,865.0,17,27,20,20,8.0,65.0,95.0,337.0,485.0,3212.0,45.0,50.0,"3,0",66075
Montana,Liberty,91.185560623,2337,2339,1387.7775761973876,24,37,24,22,16.0,1.0,41.0,309.07331166486097,172.59552184904297,1419.0,41.0,34.0,"2,5",41240
Montana,Lincoln,79.459105577,19980,15709,335.0,22,27,21,20,13.0,14.0,71.0,44.0,220.0,2382.0,33.0,22.0,"7,2",43669
Montana,McCone,76.633057645,1664,1734,1387.7775761973876,20,31,28,24,15.0,0.0,0.0,309.07331166486097,172.59552184904297,1976.0,49.0,45.0,"2,0",48551
Montana,Madison,81.949905812,8600,7691,98.0,18,23,22,24,13.0,6.0,68.0,6.0,70.0,3144.0,35.0,26.0,"3,2",56579
Montana,Meagher,82.411303822,1862,1891,1387.7775761973876,21,29,23,21,11.0,2.0,107.0,2.0,107.0,5185.0,35.0,15.0,"3,5",43946
Montana,Mineral,78.679010628,4397,4223,1387.7775761973876,23,31,25,22,11.0,2.0,46.0,8.0,182.0,3422.0,39.0,29.0,"5,7",43928
Montana,Missoula,79.835215645,119600,24403,1204.0,17,21,18,23,9.0,121.0,102.0,584.0,488.0,2717.0,47.0,53.0,"3,2",57279
